time,waterTemperature_noaa,waterTemperature_sg
2020-08-26T22:00:00+00:00,31.91,30.48
2020-08-26T23:00:00+00:00,30.86,30.38
2020-08-27T00:00:00+00:00,29.82,29.26
2020-08-27T01:00:00+00:00,29.68,29.25
2020-08-27T02:00:00+00:00,29.53,29.23
2020-08-27T03:00:00+00:00,29.39,29.22
2020-08-27T04:00:00+00:00,29.3,29.21
2020-08-27T05:00:00+00:00,29.2,29.19
2020-08-27T06:00:00+00:00,29.11,29.18
2020-08-27T07:00:00+00:00,29.05,29.17
2020-08-27T08:00:00+00:00,29.0,29.16
2020-08-27T09:00:00+00:00,28.94,29.15
2020-08-27T10:00:00+00:00,29.18,29.14
2020-08-27T11:00:00+00:00,29.42,29.13
2020-08-27T12:00:00+00:00,29.65,29.12
2020-08-27T13:00:00+00:00,30.92,29.12
2020-08-27T14:00:00+00:00,32.19,29.14
2020-08-27T15:00:00+00:00,33.45,29.22
2020-08-27T16:00:00+00:00,33.91,29.32
2020-08-27T17:00:00+00:00,34.36,29.43
2020-08-27T18:00:00+00:00,34.82,29.52
2020-08-27T19:00:00+00:00,34.06,29.59
2020-08-27T20:00:00+00:00,33.31,29.63
2020-08-27T21:00:00+00:00,32.55,29.62
2020-08-27T22:00:00+00:00,31.64,29.58
2020-08-27T23:00:00+00:00,30.73,29.52
2020-08-28T00:00:00+00:00,29.82,30.27
2020-08-28T01:00:00+00:00,29.73,30.2
2020-08-28T02:00:00+00:00,29.63,30.13
2020-08-28T03:00:00+00:00,29.54,30.08
2020-08-28T04:00:00+00:00,29.44,30.02
2020-08-28T05:00:00+00:00,29.35,29.96
2020-08-28T06:00:00+00:00,29.25,29.92
2020-08-28T07:00:00+00:00,29.15,29.88
2020-08-28T08:00:00+00:00,29.05,29.85
2020-08-28T09:00:00+00:00,28.95,29.82
2020-08-28T10:00:00+00:00,29.17,29.79
2020-08-28T11:00:00+00:00,29.38,29.77
2020-08-28T12:00:00+00:00,29.6,29.75
2020-08-28T13:00:00+00:00,30.91,29.75
2020-08-28T14:00:00+00:00,32.22,29.85
2020-08-28T15:00:00+00:00,33.53,30.04
2020-08-28T16:00:00+00:00,33.49,30.31
2020-08-28T17:00:00+00:00,33.45,30.6
2020-08-28T18:00:00+00:00,33.4,30.9
2020-08-28T19:00:00+00:00,33.22,31.16
2020-08-28T20:00:00+00:00,33.04,31.33
2020-08-28T21:00:00+00:00,32.85,31.41
2020-08-28T22:00:00+00:00,31.99,31.37
2020-08-28T23:00:00+00:00,31.12,31.2
2020-08-29T00:00:00+00:00,30.25,30.18
2020-08-29T01:00:00+00:00,29.98,30.09
2020-08-29T02:00:00+00:00,29.72,30.03
2020-08-29T03:00:00+00:00,29.45,29.98
2020-08-29T04:00:00+00:00,29.35,29.94
2020-08-29T05:00:00+00:00,29.25,29.91
2020-08-29T06:00:00+00:00,29.15,29.89
2020-08-29T07:00:00+00:00,29.08,29.87
2020-08-29T08:00:00+00:00,29.02,29.85
2020-08-29T09:00:00+00:00,28.95,29.84
2020-08-29T10:00:00+00:00,29.18,29.83
2020-08-29T11:00:00+00:00,29.42,29.83
2020-08-29T12:00:00+00:00,29.65,29.82
2020-08-29T13:00:00+00:00,31.2,29.82
2020-08-29T14:00:00+00:00,32.74,29.83
2020-08-29T15:00:00+00:00,34.29,29.94
2020-08-29T16:00:00+00:00,35.23,30.08
2020-08-29T17:00:00+00:00,36.17,30.23
2020-08-29T18:00:00+00:00,37.11,30.36
2020-08-29T19:00:00+00:00,36.12,30.46
2020-08-29T20:00:00+00:00,35.13,30.51
2020-08-29T21:00:00+00:00,34.14,30.5
2020-08-29T22:00:00+00:00,32.91,30.45
2020-08-29T23:00:00+00:00,31.68,30.34
2020-08-30T00:00:00+00:00,30.45,31.08
2020-08-30T01:00:00+00:00,30.27,30.89
2020-08-30T02:00:00+00:00,30.09,30.7
2020-08-30T03:00:00+00:00,29.91,30.54
2020-08-30T04:00:00+00:00,29.77,30.41
2020-08-30T05:00:00+00:00,29.63,30.33
2020-08-30T06:00:00+00:00,29.49,30.27
2020-08-30T07:00:00+00:00,29.38,30.2
2020-08-30T08:00:00+00:00,29.27,30.14
2020-08-30T09:00:00+00:00,29.16,30.07
2020-08-30T10:00:00+00:00,29.37,30.03
2020-08-30T11:00:00+00:00,29.57,29.99
2020-08-30T12:00:00+00:00,29.78,29.96
2020-08-30T13:00:00+00:00,30.99,29.95
2020-08-30T14:00:00+00:00,32.19,30.0
2020-08-30T15:00:00+00:00,33.39,30.17
2020-08-30T16:00:00+00:00,34.18,30.38
2020-08-30T17:00:00+00:00,34.96,30.63
2020-08-30T18:00:00+00:00,35.75,30.9
2020-08-30T19:00:00+00:00,34.65,31.15
2020-08-30T20:00:00+00:00,33.55,31.33
2020-08-30T21:00:00+00:00,32.45,31.41
2020-08-30T22:00:00+00:00,31.75,31.39
2020-08-30T23:00:00+00:00,31.05,31.26
2020-08-31T00:00:00+00:00,30.35,31.25
2020-08-31T01:00:00+00:00,30.15,31.03
2020-08-31T02:00:00+00:00,29.96,30.84
2020-08-31T03:00:00+00:00,29.76,30.67
2020-08-31T04:00:00+00:00,29.64,30.53
2020-08-31T05:00:00+00:00,29.52,30.47
2020-08-31T06:00:00+00:00,29.41,30.4
2020-08-31T07:00:00+00:00,29.3,30.33
2020-08-31T08:00:00+00:00,29.2,30.26
2020-08-31T09:00:00+00:00,29.09,30.2
2020-08-31T10:00:00+00:00,29.35,30.16
2020-08-31T11:00:00+00:00,29.61,30.12
2020-08-31T12:00:00+00:00,29.88,30.09
2020-08-31T13:00:00+00:00,31.13,30.09
2020-08-31T14:00:00+00:00,32.39,30.18
2020-08-31T15:00:00+00:00,33.65,30.37
2020-08-31T16:00:00+00:00,34.69,30.59
2020-08-31T17:00:00+00:00,35.73,30.85
2020-08-31T18:00:00+00:00,36.77,31.11
2020-08-31T19:00:00+00:00,35.65,31.32
2020-08-31T20:00:00+00:00,34.53,31.42
2020-08-31T21:00:00+00:00,33.42,31.39
2020-08-31T22:00:00+00:00,32.45,31.24
2020-08-31T23:00:00+00:00,31.49,31.05
2020-09-01T00:00:00+00:00,30.52,30.81
2020-09-01T01:00:00+00:00,30.3,30.66
2020-09-01T02:00:00+00:00,30.07,30.48
2020-09-01T03:00:00+00:00,29.84,30.33
2020-09-01T04:00:00+00:00,29.74,30.18
2020-09-01T05:00:00+00:00,29.64,30.11
2020-09-01T06:00:00+00:00,29.54,30.04
2020-09-01T07:00:00+00:00,29.43,29.97
2020-09-01T08:00:00+00:00,29.31,29.9
2020-09-01T09:00:00+00:00,29.2,29.88
2020-09-01T10:00:00+00:00,29.42,29.84
2020-09-01T11:00:00+00:00,29.63,29.82
2020-09-01T12:00:00+00:00,29.85,29.81
2020-09-01T13:00:00+00:00,31.18,29.81
2020-09-01T14:00:00+00:00,32.5,29.84
2020-09-01T15:00:00+00:00,33.83,30.01
2020-09-01T16:00:00+00:00,34.22,30.23
2020-09-01T17:00:00+00:00,34.61,30.5
2020-09-01T18:00:00+00:00,35.0,30.75
2020-09-01T19:00:00+00:00,34.31,30.95
2020-09-01T20:00:00+00:00,33.63,31.08
2020-09-01T21:00:00+00:00,32.95,31.13
2020-09-01T22:00:00+00:00,31.97,31.07
2020-09-01T23:00:00+00:00,30.98,30.89
2020-09-02T00:00:00+00:00,30.0,30.89
2020-09-02T01:00:00+00:00,29.85,30.89
2020-09-02T02:00:00+00:00,29.71,30.89
2020-09-02T03:00:00+00:00,29.56,30.89
2020-09-02T04:00:00+00:00,29.47,30.89
2020-09-02T05:00:00+00:00,29.39,30.89
2020-09-02T06:00:00+00:00,29.3,30.89
2020-09-02T07:00:00+00:00,29.28,30.89
2020-09-02T08:00:00+00:00,29.27,30.89
2020-09-02T09:00:00+00:00,29.25,30.89
2020-09-02T10:00:00+00:00,29.45,30.89
2020-09-02T11:00:00+00:00,29.65,30.89
2020-09-02T12:00:00+00:00,29.85,30.89
2020-09-02T13:00:00+00:00,31.16,30.89
2020-09-02T14:00:00+00:00,32.47,30.89
2020-09-02T15:00:00+00:00,33.78,30.89
2020-09-02T16:00:00+00:00,34.28,30.89
2020-09-02T17:00:00+00:00,34.77,30.89
2020-09-02T18:00:00+00:00,35.27,30.89
2020-09-02T19:00:00+00:00,34.69,30.89
2020-09-02T20:00:00+00:00,34.11,30.89
2020-09-02T21:00:00+00:00,33.53,30.89
2020-09-02T22:00:00+00:00,32.4,30.89
2020-09-02T23:00:00+00:00,31.28,30.89
2020-09-03T00:00:00+00:00,30.15,30.89
