"SiteID","RegionCode","Region","Location","RawSite","Lat","Long","Habitat","Comments"
545,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, Katlian Bay","B20",57.15,-135.35,"Kelp",""
546,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, Katlian Bay","B21",57.15,-135.36,"Eelgrass",""
547,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, Katlian Bay","B22",57.14,-135.37,"Bedrock",""
548,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Inlet","B23",57.87,-135.59,"Bedrock",""
549,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Inlet, Long Bay","B24",57.87,-135.61,"Eelgrass",""
550,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Inlet, Long Bay","B25",57.87,-135.56,"Sand-Gravel",""
551,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Inlet","B26",57.89,-135.62,"Eelgrass",""
552,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Inlet","B27",57.91,-135.68,"Sand-Gravel",""
553,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Inlet","B28",57.94,-135.73,"Eelgrass",""
554,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs, Sunny Point","B29",57.77,-135.15,"Bedrock",""
555,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs, Sunny Point","B30",57.77,-135.15,"Kelp",""
556,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs, Sunny Point","B31",57.77,-135.15,"Sand-Gravel",""
557,"GOA","Gulf of Alaska","Prince William Sound, Shotgun Cove","B26",60.78,-148.56,"Eelgrass",""
558,"GOA","Gulf of Alaska","Prince William Sound, Shotgun Cove","B27",60.78,-148.56,"Eelgrass",""
559,"GOA","Gulf of Alaska","Prince William Sound, Shotgun Cove","B28",60.79,-148.53,"Eelgrass",""
560,"GOA","Gulf of Alaska","Prince William Sound, Shotgun Cove","B29",60.79,-148.53,"Kelp",""
561,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Nu Cove","B03",58.38,-134.69,"Eelgrass",""
562,"GOA","Gulf of Alaska","Prince William Sound, Bainbridge Island, Knight Passage","B30",60.2,-148.05,"Eelgrass",""
563,"GOA","Gulf of Alaska","Prince William Sound, Bainbridge Island, Knight Passage","B31",60.2,-148.05,"Eelgrass",""
564,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","B15",71.35,-156.57,"Sand-Gravel",""
565,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","T15A",71.37,-156.57,"Sand-Gravel",""
566,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","T15B",71.37,-156.58,"Sand-Gravel",""
567,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","T15C",71.35,-156.58,"Sand-Gravel",""
568,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","B16",71.3,-156.75,"Sand-Gravel","merged NAPA site (old B05, old SiteID 479) sampled in 2005-06 with Boat ramp monitoring site B16 in Jan 2016"
569,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","T16C",71.31,-156.77,"Sand-Gravel",""
570,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","T16A",71.3,-156.75,"Sand-Gravel",""
571,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","T16B",71.3,-156.76,"Sand-Gravel",""
572,"CHUK","Chukchi Sea","""Hollywood""","B17",71.23,-156.91,"Sand-Gravel","merged Nunavak site (old B08, old SiteID 482) sampled in 2005-06 with Hollywood monitoring site B17 in Jan 2016"
573,"CHUK","Chukchi Sea","""Hollywood""","T17A",71.24,-156.92,"Sand-Gravel",""
574,"CHUK","Chukchi Sea","""Hollywood""","T17B",71.23,-156.91,"Sand-Gravel",""
575,"CHUK","Chukchi Sea","Will Rogers Memorial","B18",71.16,-157.04,"Sand-Gravel","merged Mosquito site (old B10, old SiteID 484) sampled in 2005-06 with Hollywood monitoring site B18 in Jan 2016"
576,"CHUK","Chukchi Sea","Will Rogers Memorial","T18A",71.16,-157.04,"Sand-Gravel",""
577,"CHUK","Chukchi Sea","Will Rogers Memorial","T18B",71.16,-157.06,"Sand-Gravel",""
578,"CHUK","Chukchi Sea","""Gray whale beach""","B19",71.08,-157.17,"Sand-Gravel",""
579,"CHUK","Chukchi Sea","""Gray whale beach""","T19A",71.09,-157.19,"Sand-Gravel",""
580,"CHUK","Chukchi Sea","""Gray whale beach""","T19B",71.09,-157.18,"Sand-Gravel",""
582,"CHUK","Chukchi Sea","Point Barrow","T03A",71.38,-156.48,"Sand-Gravel",""
583,"CHUK","Chukchi Sea","Point Barrow","T03B",71.38,-156.49,"Sand-Gravel",""
585,"BEAU","Beaufort Sea","Cooper Island","T07A",71.24,-155.72,"Sand-Gravel",""
586,"BEAU","Beaufort Sea","Cooper Island","T07B",71.26,-155.7,"Sand-Gravel",""
588,"BEAU","Beaufort Sea","Cooper Island","T09A",71.23,-155.63,"Sand-Gravel",""
589,"BEAU","Beaufort Sea","Cooper Island","T09B",71.25,-155.62,"Sand-Gravel",""
591,"BEAU","Beaufort Sea","Cooper Island","T11A",71.24,-155.54,"Sand-Gravel",""
592,"BEAU","Beaufort Sea","Cooper Island","T11B",71.22,-155.57,"Sand-Gravel",""
593,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Cholmondeley Sound, West Arm","B02",55.25,-132.44,"Eelgrass",""
594,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Cholmondeley Sound, West Arm","B03",55.25,-132.38,"Bedrock",""
595,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Moira Sound, Johnson Cove","B04",54.98,-132.1,"Kelp",""
596,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Moira Sound, Johnson Cove","B05",54.97,-132.09,"Eelgrass",""
597,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Moira Sound, Johnson Cove","B06",54.98,-132.1,"Bedrock",""
598,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B07",54.74,-132.15,"Eelgrass",""
599,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B08",54.72,-132.12,"Kelp",""
600,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B09",54.72,-132.12,"Bedrock",""
601,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B10",54.7,-132.1,"Kelp",""
602,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B11",55.04,-131.01,"Kelp",""
603,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B12",55.04,-130.99,"Eelgrass",""
604,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B13",55.04,-130.99,"Bedrock",""
605,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B14",55.06,-130.99,"Kelp",""
606,"GOA","Gulf of Alaska","southeastern Alaska, Duke Island, Reef Harbor","B15",54.97,-131.25,"Kelp",""
607,"GOA","Gulf of Alaska","southeastern Alaska, Duke Island, Reef Harbor","B16",54.96,-131.24,"Eelgrass",""
608,"GOA","Gulf of Alaska","southeastern Alaska, Duke Island, Reef Harbor","B17",54.97,-131.25,"Bedrock",""
609,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B18",55.35,-131.26,"Bedrock",""
610,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B19",55.38,-131.28,"Eelgrass",""
611,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B20",55.32,-131.25,"Kelp",""
612,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B21",55.31,-131.25,"Bedrock",""
613,"GOA","Gulf of Alaska","southeastern Alaska, Annette Island, Sylburn Harbor","B22",55.17,-131.59,"Kelp",""
614,"GOA","Gulf of Alaska","southeastern Alaska, Annette Island, Sylburn Harbor","B23",55.17,-131.57,"Eelgrass",""
615,"GOA","Gulf of Alaska","southeastern Alaska, Annette Island, Sylburn Harbor","B24",55.18,-131.58,"Bedrock",""
616,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Dall Bay","B25",55.15,-131.74,"Kelp",""
617,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Dall Bay","B26",55.15,-131.74,"Eelgrass",""
618,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Dall Bay","B27",55.15,-131.74,"Bedrock",""
619,"GOA","Gulf of Alaska","southeastern Alaska, Naha Bay, Clover Passage, Revillagigedo Island
southeastern Alaska, Naha Bay, Clover Passage, Revillagigedo Island","B28",55.54,-131.7,"Eelgrass",""
620,"GOA","Gulf of Alaska","southeastern Alaska, Naha Bay, Clover Passage, Grant Island
southeastern Alaska, Naha Bay, Clover Passage, Grant Island","B29",55.55,-131.7,"Kelp",""
621,"GOA","Gulf of Alaska","southeastern Alaska, Naha Bay, Clover Passage, Grant Island
southeastern Alaska, Naha Bay, Clover Passage, Grant Island","B30",55.55,-131.7,"Bedrock",""
622,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Cholmondeley Sound, West Arm","B01",55.25,-132.38,"Kelp",""
623,"GOA","Gulf of Alaska","southeastern Alaska, Hoonah Sound, Vixen Islands","B03",57.61,-135.62,"Eelgrass",""
624,"GOA","Gulf of Alaska","southeastern Alaska, Hoonah Sound, Vixen Islands","B04",57.61,-135.58,"Kelp",""
625,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Port Frederick, Neka Bay","B09",57.98,-135.59,"Eelgrass",""
626,"GOA","Gulf of Alaska","southeastern Alaska, Icy Strait, Point Couverden","B01",58.19,-135.1,"Kelp",""
627,"GOA","Gulf of Alaska","southeastern Alaska, Icy Strait, Point Couverden","B02",58.21,-135.11,"Eelgrass",""
631,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","B01",59.43,-151.39,"Kelp",""
632,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","B02",59.45,-151.42,"Kelp",""
633,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","B03",59.48,-151.5,"Bedrock",""
634,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B04",59.51,-151.42,"Kelp",""
635,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B05",59.5,-151.43,"Kelp",""
636,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B06",59.51,-151.46,"Bedrock",""
637,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B07",59.51,-151.45,"Kelp",""
638,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","B08",59.57,-151.26,"Kelp",""
639,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","B09",59.59,-151.27,"Bedrock",""
640,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","B10",59.57,-151.29,"Sand-Gravel",""
641,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot Bay","B11",59.56,-151.35,"Sand-Gravel",""
642,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Kasitsna Bay, MacDonald Spit","B12",59.48,-151.57,"Sand-Gravel",""
643,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Jakolof Bay","B13",59.46,-151.53,"Kelp",""
644,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Kasitsna Bay, Hesketh Island","B14",59.5,-151.53,"Bedrock",""
645,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Kasitsna Bay, Hesketh Island","B15",59.5,-151.53,"Kelp",""
659,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Ekuk Flats","B01",58.82,-158.55,"Sand-Gravel",""
660,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Clarks Point","B02",58.84,-158.55,"Sand-Gravel",""
661,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Clarks Point","B03",58.84,-158.55,"Sand-Gravel",""
662,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Protection Point","B04",58.85,-158.49,"Sand-Gravel",""
663,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Nichols Spit","B05",58.57,-158.77,"Sand-Gravel",""
664,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Nichols Spit ","B06",58.58,-158.77,"Sand-Gravel",""
665,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Snake River Spit ","B07",58.78,-158.66,"Sand-Gravel",""
666,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Snake River Spit","B08",58.77,-158.65,"Sand-Gravel",""
667,"BS","Bering Sea","Bristol Bay, Togiak, Nushagak Peninsula","B09",58.66,-159.28,"Sand-Gravel",""
668,"BS","Bering Sea","Bristol Bay, Togiak, Metervik Bay","B10",58.82,-159.8,"Sand-Gravel",""
669,"BS","Bering Sea","Bristol Bay, Togiak, Kulukak River","B11",58.9,-159.73,"Sand-Gravel",""
670,"BS","Bering Sea","Bristol Bay, Togiak, Kulukak Bluffs","B12",58.85,-159.74,"Sand-Gravel",""
671,"BS","Bering Sea","Bristol Bay, Togiak, Kulukak Bluffs","B13",58.85,-159.75,"Sand-Gravel",""
672,"BS","Bering Sea","Bristol Bay, Togiak, Right Hand Point","B14",58.77,-159.91,"Sand-Gravel",""
673,"BS","Bering Sea","Bristol Bay, Togiak, Right Hand Point","B15",58.77,-159.9,"Sand-Gravel",""
674,"BS","Bering Sea","Bristol Bay, Togiak, Nunavachak Bay","B16",58.85,-159.98,"Sand-Gravel",""
675,"BS","Bering Sea","Bristol Bay, Togiak, Nunavachak Bay","B17",58.87,-160,"Sand-Gravel",""
676,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, West Point","B01",61.12,-150.28,"Sand-Gravel",""
677,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Fire Island Shoal","B02",61.15,-150.26,"Sand-Gravel",""
678,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Race Point","B03",61.17,-150.22,"Sand-Gravel",""
679,"GOA","Gulf of Alaska","Kenai Peninsula, Resurrection Bay, Fourth of July Creek","B01",60.07,-149.34,"Sand-Gravel",""
680,"GOA","Gulf of Alaska","Kenai Peninsula, Resurrection Bay, sawmill","B02",60.1,-149.36,"Eelgrass",""
681,"GOA","Gulf of Alaska","Prince William Sound, Whittier, Leonard Creek","B01",60.78,-148.71,"Sand-Gravel",""
682,"GOA","Gulf of Alaska","Prince William Sound, Whittier, runway","B02",60.77,-148.71,"Sand-Gravel",""
683,"GOA","Gulf of Alaska","Prince William Sound, Whittier, Shakespeare Creek","B03",60.77,-148.71,"Sand-Gravel",""
684,"GOA","Gulf of Alaska","Prince William Sound, Whittier, North Frasier Creek","B04",60.78,-148.71,"Sand-Gravel",""
685,"GOA","Gulf of Alaska","southeastern Alaska, Tenakee Springs, Crab Bay","Op",57.73,-135.38,"Eelgrass",""
686,"GOA","Gulf of Alaska","southeastern Alaska, North Passage, Dundas Point","B01",58.32,-136.21,"Sand-Gravel",""
687,"GOA","Gulf of Alaska","southeastern Alaska, North Passage, Dundas Point","B02",58.33,-136.2,"Eelgrass",""
688,"GOA","Gulf of Alaska","southeastern Alaska, North Passage, Dundas Point","B03",58.33,-136.2,"Kelp",""
689,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B01",57.83,-136.39,"Eelgrass",""
690,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B02",57.82,-136.39,"Kelp",""
691,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay, Winifred Island","B03",57.8,-136.37,"Kelp",""
692,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B04",57.8,-136.36,"Bedrock",""
693,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B05",57.82,-136.36,"Kelp",""
694,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay, Ilin Bay","B06",57.84,-136.37,"Eelgrass",""
695,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","B01",58.34,-136.8,"Kelp",""
696,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","B02",58.32,-136.8,"Kelp",""
697,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","B03",58.33,-136.77,"Eelgrass",""
698,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Village","B01",58.37,-134.72,"Eelgrass",""
699,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Village","B02",58.37,-134.71,"Sand-Gravel",""
700,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Eagle Bay","B01",61.34,-149.72,"Sand-Gravel",""
701,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Eagle Bay","B02",61.34,-149.71,"Sand-Gravel",""
702,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Shoup Bay","B01",61.12,-146.6,"Sand-Gravel",""
703,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Shoup Bay","B02",61.11,-146.58,"Kelp",""
704,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Gold Creek","B03",61.12,-146.47,"Eelgrass",""
705,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Mineral Creek","B04",61.12,-146.4,"Sand-Gravel",""
706,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Valdez Harbor","B05",61.12,-146.34,"Kelp",""
707,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Portage Cove","B01",59.23,-135.43,"Sand-Gravel",""
708,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Portage Cove","B02",59.23,-135.43,"Sand-Gravel",""
709,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Portage Cove","J01",59.23,-135.43,"not reported",""
710,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Portage Cove","J02",59.23,-135.43,"not reported",""
711,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Portage Cove","J03",59.23,-135.43,"not reported",""
712,"GOA","Gulf of Alaska","southeastern Alaska, Chatham Stait, Hawk Inlet","B01",58.1,-134.75,"Eelgrass",""
713,"GOA","Gulf of Alaska","southeastern Alaska, Church Point, Gambier Bay","B01",57.43,-133.9,"Kelp",""
714,"GOA","Gulf of Alaska","southeastern Alaska, Gambier Bay, Church Point","B02",57.42,-133.89,"Bedrock",""
715,"GOA","Gulf of Alaska","southeastern Alaska, Gambier Bay, Price Island","B03",57.43,-133.89,"Kelp",""
716,"GOA","Gulf of Alaska","southeastern Alaska, Seymour Canal, Sore Finger Cove","B01",57.71,-133.99,"Kelp",""
717,"GOA","Gulf of Alaska","southeastern Alaska, Seymour Canal, Sore Finger Cove","B02",57.72,-133.99,"Eelgrass",""
718,"GOA","Gulf of Alaska","southeastern Alaska, Seymour Canal","B03",57.74,-134.01,"Bedrock",""
719,"GOA","Gulf of Alaska","southeastern Alaska, Taku Harbor","B01",58.06,-134.02,"Sand-Gravel",""
720,"GOA","Gulf of Alaska","southeastern Alaska, Taku Harbor","B02",58.06,-134.01,"Sand-Gravel",""
721,"GOA","Gulf of Alaska","southeastern Alaska, Taku Harbor","B04",58.07,-134.02,"Kelp",""
722,"GOA","Gulf of Alaska","southeastern Alaska, Taku Harbor","B03",58.06,-134.02,"Sand-Gravel",""
723,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Race Point","B04",61.17,-150.22,"Sand-Gravel",""
724,"GOA","Gulf of Alaska","Cook Inlet, Fire Island","B05",61.17,-150.21,"Sand-Gravel",""
725,"GOA","Gulf of Alaska","Cook Inlet, Fire Island","B06",61.17,-150.2,"Sand-Gravel",""
726,"GOA","Gulf of Alaska","Cook Inlet, Fire Island","B07",61.17,-150.19,"Sand-Gravel",""
727,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","B03",61.24,-149.97,"Sand-Gravel",""
728,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","B04",61.24,-149.98,"Sand-Gravel",""
729,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","B05",61.24,-150.02,"Sand-Gravel",""
730,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","B06",61.24,-150.03,"Sand-Gravel",""
731,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","T01",61.23,-149.99,"not reported",""
732,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","T02",61.23,-150,"not reported",""
733,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","T03",61.23,-150,"not reported",""
734,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","T04",61.23,-150.01,"not reported",""
735,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Pt. MacKenzie","T05",61.23,-150.02,"not reported",""
736,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Race Point","T01",61.17,-150.21,"not reported",""
737,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Race Point","T02",61.17,-150.2,"not reported",""
738,"GOA","Gulf of Alaska","Cook Inlet, Fire Island","T03",61.17,-150.19,"not reported",""
739,"GOA","Gulf of Alaska","Cook Inlet, Fire Island","T04",61.17,-150.18,"not reported",""
740,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, North Point","T05",61.17,-150.16,"not reported",""
741,"BEAU","Beaufort Sea","Bernard Spit","B01",70.14,-143.58,"Sand-Gravel",""
742,"BEAU","Beaufort Sea","Bernard Spit","T01",70.15,-143.61,"Sand-Gravel",""
743,"BEAU","Beaufort Sea","Arey Island","B02",70.11,-143.91,"Sand-Gravel",""
744,"BEAU","Beaufort Sea","Arey Island","T02",70.12,-143.92,"Sand-Gravel",""
745,"BEAU","Beaufort Sea","Barter Island","B03",70.13,-143.66,"Sand-Gravel",""
746,"BEAU","Beaufort Sea","Barter Island","T03",70.15,-143.67,"Sand-Gravel",""
747,"BEAU","Beaufort Sea","Arey Lagoon, Barter Island","B04",70.11,-143.7,"Sand-Gravel",""
748,"BEAU","Beaufort Sea","Arey Lagoon, Arey Island","B05",70.12,-143.89,"Sand-Gravel",""
749,"BEAU","Beaufort Sea","Kaktovik Lagoon, Barter Island","B06",70.1,-143.63,"Sand-Gravel",""
750,"BEAU","Beaufort Sea","Arey Island","B07",70.09,-144,"Sand-Gravel",""
751,"BEAU","Beaufort Sea","Arey Island","T07",70.11,-144.03,"Sand-Gravel",""
752,"BEAU","Beaufort Sea","Kaktovik","B08",70,-144.52,"Sand-Gravel",""
753,"BEAU","Beaufort Sea","Kaktovik","T08",70.02,-144.55,"Sand-Gravel",""
754,"BEAU","Beaufort Sea","Jago Spit","B09",70.14,-143.29,"Sand-Gravel",""
755,"BEAU","Beaufort Sea","Jago Spit","T09",70.16,-143.3,"Sand-Gravel",""
756,"BEAU","Beaufort Sea","Bernard Spit","B10",70.12,-143.45,"Sand-Gravel",""
757,"BEAU","Beaufort Sea","Bernard Spit","T10",70.16,-143.41,"Sand-Gravel",""
758,"BEAU","Beaufort Sea","Jago Lagoon, Bernard Spit","B11",70.12,-143.45,"Sand-Gravel",""
780,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Monti Bay","B12",59.54,-139.79,"Sand-Gravel",""
781,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Monti Bay","B11",59.54,-139.76,"Sand-Gravel",""
782,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Monti Bay","B10",59.54,-139.73,"Sand-Gravel",""
783,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Shipyard Cove","B09",59.56,-139.74,"Kelp",""
784,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Shipyard Cove, Deer Island","B19",59.56,-139.74,"Eelgrass",""
785,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Khantaak Island","B18",59.58,-139.71,"Eelgrass",""
786,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Hatchet Pass","B07",59.58,-139.67,"Eelgrass",""
787,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Broken Oar Cove","B08",59.56,-139.66,"Sand-Gravel",""
788,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Gregson Island","B06",59.59,-139.65,"Kelp",""
789,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Redfield Cove","B05",59.61,-139.59,"Eelgrass",""
790,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Humpback Cove","B04",59.64,-139.57,"Eelgrass",""
791,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Xagh Island","B02",59.69,-139.5,"Kelp",""
792,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Eleanor Cove","B01",59.7,-139.48,"Kelp",""
793,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Eleanor Cove","B03",59.69,-139.48,"Eelgrass",""
794,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat, Situk River estuary","B17",59.42,-139.52,"Sand-Gravel",""
795,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat, Situk River estuary","B16",59.42,-139.54,"Sand-Gravel",""
796,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat, Situk River estuary","B13",59.44,-139.57,"Sand-Gravel",""
797,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat, Situk River estuary","B14",59.44,-139.58,"Sand-Gravel",""
798,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat, Situk River estuary","B15",59.45,-139.61,"Sand-Gravel",""
799,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Monti Bay","T08",59.54,-139.79,"Sand-Gravel",""
800,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Johnstone Passage","T07",59.62,-139.72,"Sand-Gravel",""
801,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Grand Wash River","T04A",59.79,-139.89,"Sand-Gravel",""
802,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Grand Wash River","T04B",59.79,-139.89,"Sand-Gravel",""
803,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Grand Wash River","T05A",59.78,-139.93,"Sand-Gravel",""
804,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Grand Wash River","T05B",59.78,-139.94,"Sand-Gravel",""
805,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Grand Wash River","T06A",59.78,-139.96,"Sand-Gravel",""
806,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Grand Wash River","T06B",59.78,-139.96,"Sand-Gravel",""
807,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Esker Stream","T14",59.86,-139.77,"Sand-Gravel",""
808,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Esker Stream","T01",59.86,-139.77,"Sand-Gravel",""
809,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Esker Stream","T02",59.84,-139.76,"Sand-Gravel",""
