SiteID,EventID,Date_,RawEvent,GearSpecific,GearBasic,Weather,SetTime,Temperature,Salinity,TidalStage,Comments,ProjectName
1522,6670,6/8/2000,Akutan200019,BSEINE-S,beach seine,,17:38:00,NA,NA,,Sand,USGS-Robards-ALEUT
1535,6671,6/8/2000,Akutan200020,BSEINE-S,beach seine,,20:45:00,NA,NA,,,USGS-Robards-ALEUT
1536,6672,6/8/2000,Akutan200021,BSEINE-S,beach seine,,21:33:00,NA,NA,,,USGS-Robards-ALEUT
1537,6673,6/8/2000,Akutan200022,BSEINE-S,beach seine,,22:25:00,NA,NA,,,USGS-Robards-ALEUT
1521,6674,6/8/2000,Akutan200023,BSEINE-S,beach seine,,23:01:00,NA,NA,,Cobble,USGS-Robards-ALEUT
1622,6325,6/9/2000,1003302501,BSEINE-S,beach seine,,19:05:00,NA,NA,,,USGS-SFFEP
1622,6326,6/9/2000,1003302502,BSEINE-S,beach seine,,13:10:00,NA,NA,,,USGS-SFFEP
1623,6331,6/9/2000,1003302901,BSEINE-S,beach seine,,18:30:00,NA,NA,,,USGS-SFFEP
1623,6332,6/9/2000,1003302902,BSEINE-S,beach seine,,13:55:00,NA,NA,,,USGS-SFFEP
1624,6337,6/9/2000,1003303001,BSEINE-S,beach seine,,18:10:00,NA,NA,,,USGS-SFFEP
1624,6338,6/9/2000,1003303002,BSEINE-S,beach seine,,14:15:00,NA,NA,,,USGS-SFFEP
1625,6343,6/9/2000,1003303302,BSEINE-S,beach seine,,12:30:00,NA,NA,,,USGS-SFFEP
1523,6675,6/9/2000,Akutan200024,BSEINE-S,beach seine,,11:06:00,NA,NA,,Sand/Gravel,USGS-Robards-ALEUT
1533,6676,6/9/2000,Akutan200025,BSEINE-S,beach seine,,12:20:00,NA,NA,,Sand,USGS-Robards-ALEUT
1526,6677,6/9/2000,Akutan200026,BSEINE-S,beach seine,,NA,NA,NA,,Sand,USGS-Robards-ALEUT
1538,6678,6/9/2000,Akutan200027,BSEINE-S,beach seine,,15:15:00,NA,NA,,,USGS-Robards-ALEUT
1611,6266,6/26/2000,1003300203,BSEINE-S,beach seine,,13:00:00,NA,NA,,,USGS-SFFEP
1635,6408,6/26/2000,1003305203,BSEINE-S,beach seine,,13:30:00,NA,NA,,,USGS-SFFEP
1626,6350,6/27/2000,1003303603,BSEINE-S,beach seine,,14:45:00,NA,NA,,,USGS-SFFEP
1627,6357,6/27/2000,1003303703,BSEINE-S,beach seine,,15:55:00,NA,NA,,,USGS-SFFEP
1628,6364,6/27/2000,1003304003,BSEINE-S,beach seine,,16:50:00,NA,NA,,,USGS-SFFEP
1629,6371,6/27/2000,1003304103,BSEINE-S,beach seine,,15:25:00,NA,NA,,,USGS-SFFEP
1630,6378,6/28/2000,1003304303,BSEINE-S,beach seine,,10:20:00,NA,NA,,,USGS-SFFEP
1630,6379,6/28/2000,1003304304,BSEINE-S,beach seine,,18:15:00,NA,NA,,,USGS-SFFEP
1631,6386,6/28/2000,1003304403,BSEINE-S,beach seine,,11:00:00,NA,NA,,,USGS-SFFEP
1631,6387,6/28/2000,1003304404,BSEINE-S,beach seine,,18:00:00,NA,NA,,,USGS-SFFEP
1633,6399,6/28/2000,1003304603,BSEINE-S,beach seine,,11:30:00,NA,NA,,,USGS-SFFEP
1633,6400,6/28/2000,1003304604,BSEINE-S,beach seine,,17:50:00,NA,NA,,,USGS-SFFEP
1639,6431,6/28/2000,1003306303,BSEINE-S,beach seine,,18:40:00,NA,NA,,,USGS-SFFEP
175,382,7/5/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,12,7,LOW,,SYNTHESIS
176,383,7/5/2000,2,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,15.5,14,LOW,,SYNTHESIS
111,342,7/12/2000,1,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,10,33,LOW,,SYNTHESIS
112,343,7/12/2000,2,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,10,33,LOW,,SYNTHESIS
1612,6273,7/12/2000,1003300603,BSEINE-S,beach seine,,14:20:00,NA,NA,,,USGS-SFFEP
1612,6274,7/12/2000,1003300604,BSEINE-S,beach seine,,19:00:00,NA,NA,,,USGS-SFFEP
1636,6415,7/12/2000,1003305504,BSEINE-S,beach seine,,18:10:00,NA,NA,,,USGS-SFFEP
1637,6420,7/13/2000,1003306103,BSEINE-S,beach seine,,12:10:00,NA,NA,,,USGS-SFFEP
1637,6421,7/13/2000,1003306104,BSEINE-S,beach seine,,17:15:00,NA,NA,,,USGS-SFFEP
1638,6426,7/13/2000,1003306203,BSEINE-S,beach seine,,13:30:00,NA,NA,,,USGS-SFFEP
1638,6427,7/13/2000,1003306204,BSEINE-S,beach seine,,16:30:00,NA,NA,,,USGS-SFFEP
177,254,7/14/2000,1,BSEINE-STD,beach seine,SUNNY,NA,12,26,LOW,,SYNTHESIS
178,255,7/14/2000,2,BSEINE-STD,beach seine,SUNNY,NA,12,32,LOW,,SYNTHESIS
183,374,7/14/2000,1,BSEINE-STD,beach seine,SUNNY,NA,13,33,LOW,,SYNTHESIS
184,375,7/14/2000,2,BSEINE-STD,beach seine,SUNNY,NA,11,33,LOW,,SYNTHESIS
1611,6267,7/14/2000,1003300204,BSEINE-S,beach seine,,13:05:00,NA,NA,,,USGS-SFFEP
1611,6268,7/14/2000,1003300205,BSEINE-S,beach seine,,18:50:00,NA,NA,,,USGS-SFFEP
1613,6278,7/14/2000,1003300903,BSEINE-S,beach seine,,14:10:00,NA,NA,,,USGS-SFFEP
1613,6279,7/14/2000,1003300904,BSEINE-S,beach seine,,18:00:00,NA,NA,,,USGS-SFFEP
1614,6284,7/14/2000,1003301003,BSEINE-S,beach seine,,14:50:00,NA,NA,,,USGS-SFFEP
1614,6285,7/14/2000,1003301004,BSEINE-S,beach seine,,17:10:00,NA,NA,,,USGS-SFFEP
1635,6409,7/14/2000,1003305204,BSEINE-S,beach seine,,13:30:00,NA,NA,,,USGS-SFFEP
1635,6410,7/14/2000,1003305205,BSEINE-S,beach seine,,18:30:00,NA,NA,,,USGS-SFFEP
179,268,7/15/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,10,33,LOW,,SYNTHESIS
180,269,7/15/2000,2,BSEINE-STD,beach seine,CLOUDY,NA,9.5,33,LOW,,SYNTHESIS
181,270,7/15/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,9.5,33,LOW,,SYNTHESIS
182,271,7/15/2000,2,BSEINE-STD,beach seine,CLOUDY,NA,10,33,LOW,,SYNTHESIS
1615,6290,7/15/2000,1003301603,BSEINE-S,beach seine,,14:00:00,NA,NA,,,USGS-SFFEP
1615,6291,7/15/2000,1003301604,BSEINE-S,beach seine,,7:30:00,NA,NA,,,USGS-SFFEP
1616,6296,7/15/2000,1003301803,BSEINE-S,beach seine,,13:35:00,NA,NA,,,USGS-SFFEP
1616,6297,7/15/2000,1003301804,BSEINE-S,beach seine,,8:20:00,NA,NA,,,USGS-SFFEP
1617,6302,7/15/2000,1003301903,BSEINE-S,beach seine,,13:00:00,NA,NA,,,USGS-SFFEP
1617,6303,7/15/2000,1003301904,BSEINE-S,beach seine,,8:50:00,NA,NA,,,USGS-SFFEP
1618,6308,7/15/2000,1003302003,BSEINE-S,beach seine,,12:15:00,NA,NA,,,USGS-SFFEP
1618,6309,7/15/2000,1003302004,BSEINE-S,beach seine,,10:15:00,NA,NA,,,USGS-SFFEP
151,388,7/16/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,14,29,LOW,,SYNTHESIS
152,389,7/16/2000,2,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,15,28,LOW,,SYNTHESIS
153,390,7/16/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,14,29,LOW,,SYNTHESIS
154,391,7/16/2000,2,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,14,29,LOW,,SYNTHESIS
1622,6327,7/17/2000,1003302503,BSEINE-S,beach seine,,16:10:00,NA,NA,,,USGS-SFFEP
1622,6328,7/17/2000,1003302504,BSEINE-S,beach seine,,9:10:00,NA,NA,,,USGS-SFFEP
1623,6333,7/17/2000,1003302903,BSEINE-S,beach seine,,15:25:00,NA,NA,,,USGS-SFFEP
1623,6334,7/17/2000,1003302904,BSEINE-S,beach seine,,9:50:00,NA,NA,,,USGS-SFFEP
1624,6339,7/17/2000,1003303003,BSEINE-S,beach seine,,14:50:00,NA,NA,,,USGS-SFFEP
1624,6340,7/17/2000,1003303004,BSEINE-S,beach seine,,10:15:00,NA,NA,,,USGS-SFFEP
1625,6344,7/17/2000,1003303303,BSEINE-S,beach seine,,16:30:00,NA,NA,,,USGS-SFFEP
1625,6345,7/17/2000,1003303304,BSEINE-S,beach seine,,8:20:00,NA,NA,,,USGS-SFFEP
1626,6351,7/18/2000,1003303604,BSEINE-S,beach seine,,14:20:00,NA,NA,,,USGS-SFFEP
1626,6352,7/18/2000,1003303605,BSEINE-S,beach seine,,12:05:00,NA,NA,,,USGS-SFFEP
1627,6358,7/18/2000,1003303704,BSEINE-S,beach seine,,15:30:00,NA,NA,,,USGS-SFFEP
1627,6359,7/18/2000,1003303705,BSEINE-S,beach seine,,10:50:00,NA,NA,,,USGS-SFFEP
1628,6365,7/18/2000,1003304004,BSEINE-S,beach seine,,16:15:00,NA,NA,,,USGS-SFFEP
1628,6366,7/18/2000,1003304005,BSEINE-S,beach seine,,9:45:00,NA,NA,,,USGS-SFFEP
1629,6372,7/18/2000,1003304104,BSEINE-S,beach seine,,15:00:00,NA,NA,,,USGS-SFFEP
1629,6373,7/18/2000,1003304105,BSEINE-S,beach seine,,11:35:00,NA,NA,,,USGS-SFFEP
1630,6380,7/19/2000,1003304305,BSEINE-S,beach seine,,15:55:00,NA,NA,,,USGS-SFFEP
1630,6381,7/19/2000,1003304306,BSEINE-S,beach seine,,10:50:00,NA,NA,,,USGS-SFFEP
1631,6388,7/19/2000,1003304405,BSEINE-S,beach seine,,16:10:00,NA,NA,,,USGS-SFFEP
1631,6389,7/19/2000,1003304406,BSEINE-S,beach seine,,11:00:00,NA,NA,,,USGS-SFFEP
1632,6393,7/19/2000,1003304503,BSEINE-S,beach seine,,16:30:00,NA,NA,,,USGS-SFFEP
1632,6394,7/19/2000,1003304504,BSEINE-S,beach seine,,11:15:00,NA,NA,,,USGS-SFFEP
1633,6401,7/19/2000,1003304605,BSEINE-S,beach seine,,17:15:00,NA,NA,,,USGS-SFFEP
1633,6402,7/19/2000,1003304606,BSEINE-S,beach seine,,10:20:00,NA,NA,,,USGS-SFFEP
1639,6432,7/19/2000,1003306304,BSEINE-S,beach seine,,16:50:00,NA,NA,,,USGS-SFFEP
1639,6433,7/19/2000,1003306305,BSEINE-S,beach seine,,11:30:00,NA,NA,,,USGS-SFFEP
1619,6314,7/20/2000,1003302203,BSEINE-S,beach seine,,14:50:00,NA,NA,,,USGS-SFFEP
1619,6315,7/20/2000,1003302204,BSEINE-S,beach seine,,11:25:00,NA,NA,,,USGS-SFFEP
1621,6321,7/20/2000,1003302403,BSEINE-S,beach seine,,14:35:00,NA,NA,,,USGS-SFFEP
1621,6322,7/20/2000,1003302404,BSEINE-S,beach seine,,11:10:00,NA,NA,,,USGS-SFFEP
1611,6269,8/1/2000,1003300206,BSEINE-S,beach seine,,14:50:00,NA,NA,,,USGS-SFFEP
1611,6270,8/1/2000,1003300207,BSEINE-S,beach seine,,8:35:00,NA,NA,,,USGS-SFFEP
1612,6275,8/1/2000,1003300606,BSEINE-S,beach seine,,9:35:00,NA,NA,,,USGS-SFFEP
1635,6411,8/1/2000,1003305206,BSEINE-S,beach seine,,14:25:00,NA,NA,,,USGS-SFFEP
1635,6412,8/1/2000,1003305207,BSEINE-S,beach seine,,9:10:00,NA,NA,,,USGS-SFFEP
1636,6416,8/1/2000,1003305505,BSEINE-S,beach seine,,13:05:00,NA,NA,,,USGS-SFFEP
1636,6417,8/1/2000,1003305506,BSEINE-S,beach seine,,10:30:00,NA,NA,,,USGS-SFFEP
1615,6292,8/2/2000,1003301605,BSEINE-S,beach seine,,17:50:00,NA,NA,,,USGS-SFFEP
1615,6293,8/2/2000,1003301606,BSEINE-S,beach seine,,9:55:00,NA,NA,,,USGS-SFFEP
1616,6298,8/2/2000,1003301805,BSEINE-S,beach seine,,17:10:00,NA,NA,,,USGS-SFFEP
1616,6299,8/2/2000,1003301806,BSEINE-S,beach seine,,10:25:00,NA,NA,,,USGS-SFFEP
1617,6304,8/2/2000,1003301905,BSEINE-S,beach seine,,16:55:00,NA,NA,,,USGS-SFFEP
1617,6305,8/2/2000,1003301906,BSEINE-S,beach seine,,11:00:00,NA,NA,,,USGS-SFFEP
1618,6310,8/2/2000,1003302005,BSEINE-S,beach seine,,16:00:00,NA,NA,,,USGS-SFFEP
1618,6311,8/2/2000,1003302006,BSEINE-S,beach seine,,11:55:00,NA,NA,,,USGS-SFFEP
1613,6280,8/4/2000,1003300905,BSEINE-S,beach seine,,17:00:00,NA,NA,,,USGS-SFFEP
1613,6281,8/4/2000,1003300906,BSEINE-S,beach seine,,11:00:00,NA,NA,,,USGS-SFFEP
1614,6286,8/4/2000,1003301005,BSEINE-S,beach seine,,16:30:00,NA,NA,,,USGS-SFFEP
1614,6287,8/4/2000,1003301006,BSEINE-S,beach seine,,11:35:00,NA,NA,,,USGS-SFFEP
1619,6316,8/4/2000,1003302205,BSEINE-S,beach seine,,15:55:00,NA,NA,,,USGS-SFFEP
1619,6317,8/4/2000,1003302206,BSEINE-S,beach seine,,12:00:00,NA,NA,,,USGS-SFFEP
1621,6323,8/4/2000,1003302405,BSEINE-S,beach seine,,15:20:00,NA,NA,,,USGS-SFFEP
1621,6324,8/4/2000,1003302406,BSEINE-S,beach seine,,12:25:00,NA,NA,,,USGS-SFFEP
1637,6422,8/5/2000,1003306105,BSEINE-S,beach seine,,19:10:00,NA,NA,,,USGS-SFFEP
1637,6423,8/5/2000,1003306106,BSEINE-S,beach seine,,11:55:00,NA,NA,,,USGS-SFFEP
1638,6428,8/5/2000,1003306205,BSEINE-S,beach seine,,18:00:00,NA,NA,,,USGS-SFFEP
1638,6429,8/5/2000,1003306206,BSEINE-S,beach seine,,13:10:00,NA,NA,,,USGS-SFFEP
1620,6318,8/8/2000,1003302301,BSEINE-S,beach seine,,NA,NA,NA,,,USGS-SFFEP
1622,6329,8/8/2000,1003302505,BSEINE-S,beach seine,,10:10:00,NA,NA,,,USGS-SFFEP
1622,6330,8/8/2000,1003302506,BSEINE-S,beach seine,,16:30:00,NA,NA,,,USGS-SFFEP
1623,6335,8/8/2000,1003302905,BSEINE-S,beach seine,,10:45:00,NA,NA,,,USGS-SFFEP
1623,6336,8/8/2000,1003302906,BSEINE-S,beach seine,,15:30:00,NA,NA,,,USGS-SFFEP
1624,6341,8/8/2000,1003303005,BSEINE-S,beach seine,,11:20:00,NA,NA,,,USGS-SFFEP
1624,6342,8/8/2000,1003303006,BSEINE-S,beach seine,,16:00:00,NA,NA,,,USGS-SFFEP
1625,6346,8/8/2000,1003303305,BSEINE-S,beach seine,,9:30:00,NA,NA,,,USGS-SFFEP
1625,6347,8/8/2000,1003303306,BSEINE-S,beach seine,,17:10:00,NA,NA,,,USGS-SFFEP
1626,6353,8/9/2000,1003303606,BSEINE-S,beach seine,,10:05:00,NA,NA,,,USGS-SFFEP
1626,6354,8/9/2000,1003303607,BSEINE-S,beach seine,,15:40:00,NA,NA,,,USGS-SFFEP
1627,6360,8/9/2000,1003303706,BSEINE-S,beach seine,,11:20:00,NA,NA,,,USGS-SFFEP
1627,6361,8/9/2000,1003303707,BSEINE-S,beach seine,,17:00:00,NA,NA,,,USGS-SFFEP
1628,6367,8/9/2000,1003304006,BSEINE-S,beach seine,,12:40:00,NA,NA,,,USGS-SFFEP
1628,6368,8/9/2000,1003304007,BSEINE-S,beach seine,,17:50:00,NA,NA,,,USGS-SFFEP
1629,6374,8/9/2000,1003304106,BSEINE-S,beach seine,,10:45:00,NA,NA,,,USGS-SFFEP
1629,6375,8/9/2000,1003304107,BSEINE-S,beach seine,,16:10:00,NA,NA,,,USGS-SFFEP
1630,6382,8/10/2000,1003304307,BSEINE-S,beach seine,,10:35:00,NA,NA,,,USGS-SFFEP
1631,6390,8/10/2000,1003304407,BSEINE-S,beach seine,,10:50:00,NA,NA,,,USGS-SFFEP
1631,6391,8/10/2000,1003304408,BSEINE-S,beach seine,,17:00:00,NA,NA,,,USGS-SFFEP
1632,6395,8/10/2000,1003304505,BSEINE-S,beach seine,,11:00:00,NA,NA,,,USGS-SFFEP
1632,6396,8/10/2000,1003304506,BSEINE-S,beach seine,,16:45:00,NA,NA,,,USGS-SFFEP
1633,6403,8/10/2000,1003304607,BSEINE-S,beach seine,,11:30:00,NA,NA,,,USGS-SFFEP
1633,6404,8/10/2000,1003304608,BSEINE-S,beach seine,,15:47:00,NA,NA,,,USGS-SFFEP
1639,6434,8/10/2000,1003306306,BSEINE-S,beach seine,,11:10:00,NA,NA,,,USGS-SFFEP
1639,6435,8/10/2000,1003306307,BSEINE-S,beach seine,,16:30:00,NA,NA,,,USGS-SFFEP
162,250,8/14/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,NA,27,LOW,,SYNTHESIS
163,251,8/14/2000,2,BSEINE-STD,beach seine,CLOUDY,NA,14,29,LOW,,SYNTHESIS
164,252,8/14/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,14,30,LOW,,SYNTHESIS
165,253,8/14/2000,2,BSEINE-STD,beach seine,CLOUDY,NA,13.5,30,LOW,,SYNTHESIS
185,404,8/15/2000,1,BSEINE-STD,beach seine,RAIN,NA,13.5,30,LOW,,SYNTHESIS
186,405,8/15/2000,2,BSEINE-STD,beach seine,RAIN,NA,14,29,LOW,,SYNTHESIS
187,406,8/15/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,14,29,LOW,,SYNTHESIS
188,407,8/15/2000,2,BSEINE-STD,beach seine,RAIN,NA,13.5,29,LOW,,SYNTHESIS
147,328,8/17/2000,1,BSEINE-STD,beach seine,RAIN,NA,12,10,LOW,,SYNTHESIS
148,329,8/17/2000,2,BSEINE-STD,beach seine,RAIN,NA,13,11,LOW,,SYNTHESIS
149,330,8/17/2000,1,BSEINE-STD,beach seine,RAIN,NA,13,20,LOW,,SYNTHESIS
150,331,8/17/2000,2,BSEINE-STD,beach seine,RAIN,NA,13,19,LOW,,SYNTHESIS
168,300,8/18/2000,1,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,11,24,LOW,,SYNTHESIS
169,301,8/18/2000,2,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,11,24,LOW,,SYNTHESIS
170,302,8/18/2000,1,BSEINE-STD,beach seine,CLOUDY,NA,10.5,23,LOW,,SYNTHESIS
341,303,8/18/2000,2,BSEINE-STD,beach seine,CLOUDY,NA,11,14,LOW,,SYNTHESIS
1630,6383,8/21/2000,1003304308,BSEINE-S,beach seine,,12:00:00,NA,NA,,,USGS-SFFEP
1632,6397,8/21/2000,1003304507,BSEINE-S,beach seine,,11:30:00,NA,NA,,,USGS-SFFEP
6,1,4/24/2001,1,BSEINE-STD,beach seine,CLOUDY,NA,6.5,31,LOW,,SYNTHESIS
7,2,4/24/2001,2,BSEINE-STD,beach seine,CLOUDY,NA,6.5,31,LOW,,SYNTHESIS
8,3,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,5.5,32,LOW,,SYNTHESIS
9,4,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,32,LOW,,SYNTHESIS
14,5,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,33,LOW,,SYNTHESIS
15,6,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,33,LOW,,SYNTHESIS
10,7,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,35,LOW,,SYNTHESIS
11,8,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,33,LOW,,SYNTHESIS
1,9,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,33,LOW,,SYNTHESIS
16,10,4/26/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,33,LOW,,SYNTHESIS
3,11,4/27/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6.5,33,LOW,,SYNTHESIS
2,12,4/27/2001,,BSEINE-STD,beach seine,CLOUDY,NA,6,33,LOW,,SYNTHESIS
22,13,4/27/2001,2,BSEINE-STD,beach seine,CLOUDY,NA,6.5,33,LOW,,SYNTHESIS
21,14,4/27/2001,1,BSEINE-STD,beach seine,CLOUDY,NA,6.5,32,LOW,,SYNTHESIS
40,104,5/1/2001,,JIG-SSL,jig,CLOUDY,NA,6,30,,,Sea lion prey
42,105,5/1/2001,,JIG-SSL,jig,CLOUDY,NA,6,30,,,Sea lion prey
54,106,5/1/2001,,JIG-SSL,jig,CLOUDY,NA,6,30,,,Sea lion prey
17,30,5/11/2001,1,BSEINE-STD,beach seine,PARTLY CLOUDY,NA,7.5,26,LOW,,SYNTHESIS
18,31,5/11/2001,2,BSEINE-STD,beach seine,CLOUDY,NA,7.5,17,LOW,,SYNTHESIS
19,32,5/11/2001,3,BSEINE-STD,beach seine,CLOUDY,NA,9,7,LOW,,SYNTHESIS
20,33,5/11/2001,4,BSEINE-STD,beach seine,CLOUDY,NA,9,23,LOW,,SYNTHESIS
94,195,6/5/2001,2,BSEINE-STD,beach seine,,NA,8.5,32,LOW,,SYNTHESIS
93,231,6/5/2001,1,BSEINE-STD,beach seine,,NA,8.5,32,LOW,,SYNTHESIS
231,196,6/6/2001,1,BSEINE-STD,beach seine,,NA,10,22,LOW,,SYNTHESIS
232,197,6/6/2001,2,BSEINE-STD,beach seine,,NA,10,20,LOW,,SYNTHESIS
91,198,6/7/2001,1,BSEINE-STD,beach seine,RAIN,NA,NA,7,LOW,,SYNTHESIS
92,199,6/7/2001,2,BSEINE-STD,beach seine,RAIN,NA,NA,5,LOW,,SYNTHESIS
201,200,6/8/2001,1,BSEINE-STD,beach seine,,NA,NA,24,LOW,,SYNTHESIS
202,201,6/8/2001,2,BSEINE-STD,beach seine,,NA,NA,18,LOW,,SYNTHESIS
214,204,6/9/2001,1,BSEINE-STD,beach seine,,NA,NA,20,LOW,,SYNTHESIS
215,205,6/9/2001,2,BSEINE-STD,beach seine,,NA,NA,17,LOW,,SYNTHESIS
207,202,6/10/2001,1,BSEINE-STD,beach seine,,NA,NA,32,LOW,,SYNTHESIS
208,203,6/10/2001,2,BSEINE-STD,beach seine,,NA,NA,32,LOW,,SYNTHESIS
1769,6444,6/18/2001,1011361801,BSEINE-S,beach seine,,6:17:00,NA,NA,,,USGS-SFFEP
1769,6445,6/18/2001,1011361802,BSEINE-S,beach seine,,6:18:00,NA,NA,,,USGS-SFFEP
1770,6446,6/18/2001,1011361803,BSEINE-S,beach seine,,7:27:00,NA,NA,,,USGS-SFFEP
1770,6447,6/18/2001,1011361804,BSEINE-S,beach seine,,7:28:00,NA,NA,,,USGS-SFFEP
1771,6448,6/18/2001,1011361805,BSEINE-S,beach seine,,11:38:00,NA,NA,,,USGS-SFFEP
1771,6449,6/18/2001,1011361806,BSEINE-S,beach seine,,11:39:00,NA,NA,,,USGS-SFFEP
1772,6450,6/18/2001,1011361807,BSEINE-S,beach seine,,12:15:00,NA,NA,,,USGS-SFFEP
1772,6451,6/18/2001,1011361808,BSEINE-S,beach seine,,12:16:00,NA,NA,,,USGS-SFFEP
1725,6452,6/19/2001,1011361901,BSEINE-S,beach seine,,7:26:00,NA,NA,,,USGS-SFFEP
1725,6453,6/19/2001,1011361902,BSEINE-S,beach seine,,7:26:00,NA,NA,,,USGS-SFFEP
1725,6454,6/19/2001,1011361903,BSEINE-S,beach seine,,8:24:00,NA,NA,,,USGS-SFFEP
1725,6455,6/19/2001,1011361904,BSEINE-S,beach seine,,8:24:00,NA,NA,,,USGS-SFFEP
1726,6456,6/19/2001,1011361905,BSEINE-S,beach seine,,12:25:00,NA,NA,,,USGS-SFFEP
1726,6457,6/19/2001,1011361906,BSEINE-S,beach seine,,12:26:00,NA,NA,,,USGS-SFFEP
1727,6458,6/19/2001,1011361907,BSEINE-S,beach seine,,13:00:00,NA,NA,,,USGS-SFFEP
1727,6459,6/19/2001,1011361908,BSEINE-S,beach seine,,13:01:00,NA,NA,,,USGS-SFFEP
2284,8475,7/6/2001,148,BSEINE-STD,beach seine,,NA,NA,NA,,,Estuaries
2287,8478,7/6/2001,152,TRAWL-O,trawl-bottom,,NA,NA,NA,HIGH,,Estuaries
2287,8479,7/6/2001,153,TRAWL-O,trawl-bottom,,NA,NA,NA,LOW,,Estuaries
2289,8481,7/7/2001,157,TRAWL-O,trawl-bottom,,NA,NA,NA,HIGH,,Estuaries
2290,8482,7/7/2001,158,TRAWL-O,trawl-bottom,,NA,NA,NA,LOW,,Estuaries
2286,8477,7/8/2001,150,BSEINE-STD,beach seine,,NA,NA,NA,HIGH,,Estuaries
2288,8480,7/8/2001,156,BSEINE-STD,beach seine,,NA,NA,NA,,,Estuaries
1727,6460,7/10/2001,1011371001,BSEINE-S,beach seine,,3:30:00,NA,NA,,,USGS-SFFEP
1727,6461,7/10/2001,1011371002,BSEINE-S,beach seine,,3:30:00,NA,NA,,,USGS-SFFEP
1726,6462,7/10/2001,1011371003,BSEINE-S,beach seine,,4:30:00,NA,NA,,,USGS-SFFEP
1726,6463,7/10/2001,1011371004,BSEINE-S,beach seine,,4:30:00,NA,NA,,,USGS-SFFEP
1725,6465,7/12/2001,1011371201,BSEINE-S,beach seine,,11:30:00,NA,NA,,,USGS-SFFEP
1725,6466,7/12/2001,1011371202,BSEINE-S,beach seine,,11:30:00,NA,NA,,,USGS-SFFEP
1729,6467,7/12/2001,1011371203,BSEINE-S,beach seine,,13:27:00,NA,NA,,,USGS-SFFEP
1729,6468,7/12/2001,1011371204,BSEINE-S,beach seine,,13:27:00,NA,NA,,,USGS-SFFEP
23,34,7/20/2001,,BSEINE-STD,beach seine,SUNNY,NA,10,30,LOW,,SYNTHESIS
24,35,7/20/2001,,BSEINE-STD,beach seine,SUNNY,NA,10,28,LOW,,SYNTHESIS
25,36,7/20/2001,,BSEINE-STD,beach seine,SUNNY,NA,13,24,LOW,,SYNTHESIS
55,107,7/20/2001,,JIG-SSL,jig,SUNNY,NA,13,27,,,Sea lion prey
56,108,7/20/2001,,JIG-SSL,jig,SUNNY,NA,13,27,,,Sea lion prey
57,109,7/20/2001,,JIG-SSL,jig,SUNNY,NA,13,28,,,Sea lion prey
58,110,7/20/2001,,JIG-SSL,jig,SUNNY,NA,13,27,,,Sea lion prey
26,37,7/21/2001,,BSEINE-STD,beach seine,SUNNY,NA,9,31,LOW,,SYNTHESIS
29,38,7/21/2001,,BSEINE-STD,beach seine,SUNNY,NA,12,24,LOW,,SYNTHESIS
30,39,7/21/2001,,BSEINE-STD,beach seine,SUNNY,NA,13,25,LOW,,SYNTHESIS
31,40,7/22/2001,,BSEINE-STD,beach seine,CLOUDY,NA,10,30,LOW,,SYNTHESIS
32,41,7/22/2001,,BSEINE-STD,beach seine,CLOUDY,NA,11,29,LOW,,SYNTHESIS
33,42,7/22/2001,,BSEINE-STD,beach seine,CLOUDY,NA,11,28,LOW,,SYNTHESIS
59,111,7/22/2001,,JIG-SSL,jig,SUNNY,NA,12,28,,,Sea lion prey
60,112,7/22/2001,,JIG-SSL,jig,SUNNY,NA,12,28,,,Sea lion prey
61,113,7/22/2001,,JIG-SSL,jig,SUNNY,NA,12,28,,,Sea lion prey
62,114,7/22/2001,,JIG-SSL,jig,SUNNY,NA,12,29,,,Sea lion prey
63,115,7/22/2001,,JIG-SSL,jig,SUNNY,NA,12,29,,,Sea lion prey
64,116,7/22/2001,,JIG-SSL,jig,SUNNY,NA,12,29,,,Sea lion prey
